Game,buy_in,cash_out,profit,start_date_time,end_date_time,game_location,time_paused,tournament,Blinds,participants,end_position,notes,Original Order,game_name,blinds_name,kill_status
Omaha 8,$ 1000.00,$ 400.00,$ -600.00,Thu Aug 08 23:30:00 CDT 2013,Thu Aug 08 05:31:00 CDT 2013,Borgata,-,cashgame,10 20,-,-,,1,Omaha 8,10/20,none
Borgata 20 40,$ 1000.00,$ 2100.00,$ 1100.00,Fri Aug 09 22:30:00 CDT 2013,Sat Aug 10 05:31:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,2,Limit Holdem,20/40,none
Borgata 20 40,$ 1000.00,$ 1362.00,$ 362.00,Sat Aug 10 23:14:00 CDT 2013,Sun Aug 11 05:15:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,3,Limit Holdem,20/40,none
Borgata 20 40,$ 1000.00,$ 2352.00,$ 1352.00,Sun Aug 11 22:15:00 CDT 2013,Mon Aug 12 05:30:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,4,Limit Holdem,20/40,none
Borgata 20 40,$ 1000.00,$ 1192.00,$ 192.00,Mon Aug 12 18:30:00 CDT 2013,Mon Aug 12 21:31:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,5,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1753.00,$ 753.00,Mon Aug 19 22:00:00 CDT 2013,Tue Aug 20 00:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,6,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3500.00,$ 1500.00,Tue Aug 20 17:30:00 CDT 2013,Wed Aug 21 00:00:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,7,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2805.00,$ 1805.00,Wed Aug 21 17:00:00 CDT 2013,Wed Aug 21 19:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,8,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1903.00,$ 903.00,Thu Aug 22 17:54:00 CDT 2013,Thu Aug 22 23:58:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,9,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2333.00,$ 1333.00,Fri Aug 23 18:00:00 CDT 2013,Sat Aug 24 02:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,10,Limit Holdem,20/40,none
Bellagio 20 40,$ 3900.00,$ 485.00,$ -3415.00,Sat Aug 24 18:30:00 CDT 2013,Mon Aug 26 03:31:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,11,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2812.00,$ 1312.00,Mon Aug 26 22:00:00 CDT 2013,Tue Aug 27 02:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,12,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2705.00,$ 1705.00,Tue Aug 27 20:29:00 CDT 2013,Wed Aug 28 01:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,13,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2735.00,$ 1735.00,Wed Aug 28 18:25:00 CDT 2013,Wed Aug 28 22:26:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,14,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2385.00,$ 1385.00,Mon Sep 09 20:31:00 CDT 2013,Tue Sep 10 01:32:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,15,Limit Holdem,20/40,none
Bellagio 20 40,$ 500.00,$ 733.00,$ 233.00,Tue Sep 10 17:30:00 CDT 2013,Tue Sep 10 19:00:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,16,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 900.00,$ -2100.00,Tue Sep 10 21:34:00 CDT 2013,Wed Sep 11 08:30:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,17,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1329.00,$ 329.00,Wed Sep 11 20:34:00 CDT 2013,Thu Sep 12 07:35:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,18,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3215.00,$ 1715.00,Thu Sep 12 18:06:00 CDT 2013,Fri Sep 13 05:07:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,19,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 295.00,$ -705.00,Fri Sep 13 18:32:00 CDT 2013,Sat Sep 14 09:33:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,20,Limit Holdem,20/40,none
Texas Holdem,$ 3500.00,$ 2769.00,$ -731.00,Sat Sep 14 20:40:00 CDT 2013,Sun Sep 15 07:41:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,21,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 4211.00,$ 2711.00,Sun Sep 15 16:08:00 CDT 2013,Mon Sep 16 02:08:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,22,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2788.00,$ 1288.00,Mon Sep 16 17:30:00 CDT 2013,Mon Sep 16 20:43:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,23,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3176.00,$ 1176.00,Wed Sep 18 00:42:00 CDT 2013,Wed Sep 18 19:42:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,24,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2450.00,$ 1450.00,Thu Sep 19 14:16:00 CDT 2013,Thu Sep 19 17:17:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,25,Limit Holdem,20/40,none
Borgata 20 40,$ 2000.00,$ 2006.00,$ 6.00,Wed Sep 25 20:17:00 CDT 2013,Thu Sep 26 02:00:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,26,Limit Holdem,20/40,none
Borgata 20 40,$ 3000.00,$ 3240.00,$ 240.00,Thu Sep 26 16:51:00 CDT 2013,Fri Sep 27 05:52:00 CDT 2013,Borgata,-,cashgame,20/40,-,-,,27,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2133.00,$ 633.00,Wed Oct 02 17:34:00 CDT 2013,Thu Oct 03 02:35:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,28,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2363.00,$ 1363.00,Thu Oct 03 16:21:00 CDT 2013,Thu Oct 03 23:22:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,29,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1834.00,$ 834.00,Fri Oct 04 16:30:00 CDT 2013,Fri Oct 04 18:00:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,30,Limit Holdem,20/40,none
Texas Holdem,$ 1000.00,$ 2048.00,$ 1048.00,Fri Oct 04 22:00:00 CDT 2013,Sat Oct 05 00:36:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,31,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1437.00,$ 437.00,Sat Oct 05 16:03:00 CDT 2013,Sun Oct 06 08:04:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,32,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2026.00,$ 1026.00,Sun Oct 06 16:38:00 CDT 2013,Sun Oct 06 16:39:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,33,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 1748.00,$ -1252.00,Sun Oct 06 23:33:00 CDT 2013,Mon Oct 07 06:34:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,34,Limit Holdem,20/40,none
Bellagio 20 40,$ 800.00,$ 2055.00,$ 1255.00,Mon Oct 07 17:32:00 CDT 2013,Tue Oct 08 03:32:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,35,Limit Holdem,20/40,none
Bellagio 20 40,$ 2500.00,$ 3727.00,$ 1227.00,Tue Oct 08 17:34:00 CDT 2013,Wed Oct 09 01:35:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,36,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1692.00,$ 692.00,Wed Oct 09 20:35:00 CDT 2013,Thu Oct 10 04:36:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,37,Limit Holdem,20/40,none
Bellagio 20 40,$ 1200.00,$ 4.00,$ -1196.00,Mon Oct 28 23:10:00 CDT 2013,Tue Oct 29 06:11:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,38,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 3035.00,$ 2035.00,Tue Oct 29 20:06:00 CDT 2013,Wed Oct 30 04:07:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,39,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2520.00,$ 1520.00,Wed Oct 30 17:00:00 CDT 2013,Thu Oct 31 00:00:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,40,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 0.00,$ -3000.00,Thu Oct 31 18:28:00 CDT 2013,Fri Nov 01 07:29:00 CDT 2013,Bellagio,-,cashgame,20/40,-,-,,41,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2952.00,$ 1952.00,Mon Nov 04 17:17:00 CST 2013,Mon Nov 04 22:18:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,42,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2353.00,$ 1353.00,Tue Nov 05 18:30:00 CST 2013,Wed Nov 06 00:50:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,43,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2202.00,$ 1202.00,Wed Nov 06 17:34:00 CST 2013,Wed Nov 06 21:35:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,44,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2581.00,$ 1581.00,Thu Nov 07 17:00:00 CST 2013,Thu Nov 07 22:20:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,45,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1903.00,$ 903.00,Mon Nov 18 21:03:00 CST 2013,Mon Nov 18 23:04:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,46,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1962.00,$ 962.00,Tue Nov 19 16:32:00 CST 2013,Wed Nov 20 03:33:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,47,Limit Holdem,20/40,none
Bellagio 20 40,$ 3500.00,$ 0.00,$ -3500.00,Wed Nov 20 16:31:00 CST 2013,Thu Nov 21 04:32:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,48,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 3513.00,$ 2513.00,Thu Nov 21 16:36:00 CST 2013,Fri Nov 22 02:30:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,49,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1514.00,$ 514.00,Fri Nov 22 18:09:00 CST 2013,Sat Nov 23 07:10:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,50,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 3407.00,$ 2407.00,Sat Nov 23 18:01:00 CST 2013,Sun Nov 24 02:02:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,51,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3666.00,$ 1666.00,Sun Nov 24 14:35:00 CST 2013,Mon Nov 25 02:36:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,52,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 810.00,$ -190.00,Mon Nov 25 16:33:00 CST 2013,Mon Nov 25 21:34:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,53,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 2122.00,$ 122.00,Tue Nov 26 02:32:00 CST 2013,Tue Nov 26 08:33:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,54,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1782.00,$ 782.00,Tue Nov 26 22:18:00 CST 2013,Wed Nov 27 08:18:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,55,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1461.00,$ 461.00,Wed Nov 27 22:45:00 CST 2013,Thu Nov 28 01:46:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,56,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1880.00,$ 880.00,Mon Dec 02 23:00:00 CST 2013,Mon Dec 02 23:55:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,57,Limit Holdem,20/40,none
Bellagio 20 40,$ 2800.00,$ 731.00,$ -2069.00,Tue Dec 03 19:53:00 CST 2013,Wed Dec 04 03:54:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,58,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 453.00,$ -547.00,Wed Dec 04 19:02:00 CST 2013,Thu Dec 05 08:02:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,59,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2403.00,$ 1403.00,Mon Dec 09 20:26:00 CST 2013,Tue Dec 10 01:27:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,60,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2669.00,$ 1669.00,Tue Dec 10 19:57:00 CST 2013,Wed Dec 11 01:58:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,61,Limit Holdem,20/40,none
Bellagio 20 40,$ 4500.00,$ 1026.00,$ -3474.00,Thu Dec 12 16:58:00 CST 2013,Fri Dec 13 07:59:00 CST 2013,Bellagio,-,cashgame,20/40,-,-,,62,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2111.00,$ 1111.00,Tue Jan 21 15:40:00 CST 2014,Tue Jan 21 21:01:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,63,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2737.00,$ 1737.00,Wed Jan 22 15:06:00 CST 2014,Thu Jan 23 03:07:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,64,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1751.00,$ 751.00,Thu Jan 23 19:00:00 CST 2014,Fri Jan 24 01:36:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,65,Limit Holdem,20/40,none
Texas Holdem,$ 2000.00,$ 1170.00,$ -830.00,Thu Jan 30 19:34:00 CST 2014,Fri Jan 31 00:35:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,66,Limit Holdem,20/40,none
tunica 20 40,$ 2000.00,$ 3288.00,$ 1288.00,Fri Jan 31 11:26:00 CST 2014,Fri Jan 31 23:55:00 CST 2014,"Horseshoe, Tunica",-,cashgame,20/40,-,-,,67,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2853.00,$ 1353.00,Mon Feb 10 23:00:00 CST 2014,Tue Feb 11 00:30:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,68,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2109.00,$ 1109.00,Tue Feb 11 17:00:00 CST 2014,Tue Feb 11 20:50:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,69,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1440.00,$ 440.00,Wed Feb 12 17:00:00 CST 2014,Thu Feb 13 04:30:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,70,Limit Holdem,20/40,none
Bellagio 20 40,$ 6000.00,$ 2064.00,$ -3936.00,Thu Feb 13 16:08:00 CST 2014,Fri Feb 14 08:08:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,71,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1481.00,$ 481.00,Mon Feb 17 20:10:00 CST 2014,Tue Feb 18 01:30:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,72,Limit Holdem,20/40,none
Bellagio 20 40,$ 2900.00,$ 0.00,$ -2900.00,Tue Feb 18 17:14:00 CST 2014,Wed Feb 19 12:15:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,73,Limit Holdem,20/40,none
Omaha 8,$ 3000.00,$ 4155.00,$ 1155.00,Thu Feb 20 18:02:00 CST 2014,Fri Feb 21 06:03:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,74,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 2076.00,$ 1076.00,Mon Feb 24 20:37:00 CST 2014,Tue Feb 25 04:37:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,75,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 200.00,$ -800.00,Tue Feb 25 20:55:00 CST 2014,Wed Feb 26 04:55:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,76,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1900.00,$ 900.00,Thu Feb 27 01:30:00 CST 2014,Thu Feb 27 02:50:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,77,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1710.00,$ 710.00,Sun Mar 02 11:01:00 CST 2014,Sun Mar 02 13:02:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,78,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 4058.00,$ 2058.00,Sun Mar 02 21:02:00 CST 2014,Mon Mar 03 00:03:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,79,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2116.00,$ 1116.00,Mon Mar 03 18:02:00 CST 2014,Tue Mar 04 00:03:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,80,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2600.00,$ 1600.00,Tue Mar 04 20:01:00 CST 2014,Wed Mar 05 01:02:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,81,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1459.00,$ 459.00,Wed Mar 05 17:02:00 CST 2014,Wed Mar 05 23:03:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,82,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1643.00,$ 643.00,Wed Mar 19 19:04:00 CDT 2014,Thu Mar 20 01:04:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,83,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2055.00,$ 1055.00,Thu Mar 20 17:33:00 CDT 2014,Fri Mar 21 02:33:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,84,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 3338.00,$ 338.00,Fri Mar 21 17:59:00 CDT 2014,Sat Mar 22 05:59:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,85,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3262.00,$ 1262.00,Sat Mar 22 16:36:00 CDT 2014,Sun Mar 23 03:36:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,86,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 0.00,$ -2000.00,Sun Mar 23 17:56:00 CDT 2014,Mon Mar 24 08:56:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,87,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2017.00,$ 1017.00,Mon Mar 24 20:05:00 CDT 2014,Tue Mar 25 02:05:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,88,Limit Holdem,20/40,none
Bellagio 20 40,$ 2500.00,$ 2863.00,$ 363.00,Tue Mar 25 20:12:00 CDT 2014,Wed Mar 26 06:08:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,89,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1252.00,$ 252.00,Wed Mar 26 16:19:00 CDT 2014,Wed Mar 26 17:19:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,90,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2962.00,$ 1962.00,Tue Apr 01 17:30:00 CDT 2014,Wed Apr 02 00:30:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,91,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1750.00,$ 750.00,Wed Apr 02 18:35:00 CDT 2014,Thu Apr 03 01:35:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,92,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1600.00,$ 600.00,Thu Apr 03 16:30:00 CDT 2014,Thu Apr 03 17:00:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,93,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 800.00,$ -1200.00,Mon Apr 07 22:30:00 CDT 2014,Tue Apr 08 04:30:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,94,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 600.00,$ -400.00,Tue Apr 08 16:45:00 CDT 2014,Wed Apr 09 03:45:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,95,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3764.00,$ 2264.00,Wed Apr 09 17:07:00 CDT 2014,Thu Apr 10 02:06:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,96,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 4434.00,$ 3434.00,Thu Apr 10 17:00:00 CDT 2014,Fri Apr 11 00:00:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,97,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2127.00,$ 1127.00,Mon Apr 21 21:00:00 CDT 2014,Tue Apr 22 01:30:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,98,Limit Holdem,20/40,none
Bellagio 20 40,$ 3500.00,$ 3251.00,$ -249.00,Tue Apr 22 19:04:00 CDT 2014,Wed Apr 23 07:04:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,99,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 700.00,$ -2300.00,Wed Apr 23 19:35:00 CDT 2014,Thu Apr 24 23:35:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,100,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1780.00,$ 780.00,Fri Apr 25 21:37:00 CDT 2014,Sat Apr 26 07:37:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,101,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3021.00,$ 1021.00,Sat Apr 26 21:00:00 CDT 2014,Sun Apr 27 06:00:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,102,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 200.00,$ -1300.00,Sun Apr 27 19:33:00 CDT 2014,Mon Apr 28 07:33:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,103,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 1000.00,$ -2000.00,Mon Apr 28 19:34:00 CDT 2014,Tue Apr 29 07:34:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,104,Limit Holdem,20/40,none
Borgata 20 40,$ 500.00,$ 800.00,$ 300.00,Wed May 28 17:30:00 CDT 2014,Wed May 28 19:00:00 CDT 2014,Borgata,-,cashgame,20/40,-,-,,105,Limit Holdem,20/40,none
Omaha 8,$ 500.00,$ 1660.00,$ 1160.00,Thu May 29 14:00:00 CDT 2014,Fri May 30 00:00:00 CDT 2014,Borgata,-,cashgame,10 20,-,-,,106,Omaha 8,10/20,none
Bellagio 20 40,$ 1000.00,$ 1133.00,$ 133.00,Tue Jun 03 00:17:00 CDT 2014,Tue Jun 03 04:17:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,107,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1563.00,$ 563.00,Tue Jun 03 17:36:00 CDT 2014,Wed Jun 04 01:36:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,108,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1547.00,$ 547.00,Wed Jun 04 18:10:00 CDT 2014,Thu Jun 05 08:10:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,109,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2729.00,$ 1729.00,Thu Jun 05 18:55:00 CDT 2014,Thu Jun 05 21:55:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,110,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1483.00,$ 483.00,Fri Jun 06 15:57:00 CDT 2014,Fri Jun 06 20:57:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,111,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3500.00,$ 2000.00,Sat Jun 07 14:57:00 CDT 2014,Sat Jun 07 18:57:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,112,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 775.00,$ -225.00,Sun Jun 08 00:32:00 CDT 2014,Sun Jun 08 12:32:00 CDT 2014,Rio,-,cashgame,20/40,-,-,,113,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2762.00,$ 1262.00,Sun Jun 08 19:51:00 CDT 2014,Mon Jun 09 01:51:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,114,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2932.00,$ 1432.00,Mon Jun 09 16:46:00 CDT 2014,Mon Jun 09 21:46:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,115,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 250.00,$ -750.00,Tue Jun 10 01:02:00 CDT 2014,Tue Jun 10 06:02:00 CDT 2014,Rio,-,cashgame,20/40,-,-,,116,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 1650.00,$ 650.00,Tue Jun 10 16:23:00 CDT 2014,Tue Jun 10 18:23:00 CDT 2014,Rio,-,cashgame,20/40,-,-,,117,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 2239.00,$ 1239.00,Wed Jun 11 01:00:00 CDT 2014,Wed Jun 11 05:00:00 CDT 2014,Rio,-,cashgame,20/40,-,-,,118,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1575.00,$ 575.00,Wed Jun 11 15:35:00 CDT 2014,Wed Jun 11 18:35:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,119,Limit Holdem,20/40,none
Omaha 8,$ 2000.00,$ 665.00,$ -1335.00,Wed Jun 11 23:03:00 CDT 2014,Thu Jun 12 08:03:00 CDT 2014,Rio,-,cashgame,20/40,-,-,,120,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2186.00,$ 686.00,Thu Jun 12 22:41:00 CDT 2014,Fri Jun 13 05:41:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,121,Limit Holdem,20/40,none
